"ENTREZ_ID","KEGG_ID"
4953,"map00330, map00480, map01100"
4967,"map00020, map00310, map00380, map01100"
4968,"map03410"
4973,"map03320, map04145"
4982,"map04060, map04380"
4985,"map04080"
4986,"map04080"
4987,"map04080"
4988,"map04080"
4991,"map04740"
4992,"map04740"
4993,"map04740"
4994,"map04740"
4995,"map04740"
4998,"map04110"
4999,"map04110"
5000,"map04110"
5001,"map04110"
5008,"map04060, map04630"
5009,"map00330, map01100"
5010,"map04514, map04530, map04670, map05160"
5018,"map03060"
5019,"map00072, map00280, map00650"
5021,"map04020, map04080"
5023,"map04020, map04080"
5024,"map04020, map04080"
5025,"map04020, map04080"
5026,"map04020, map04080"
5027,"map04020, map04080"
5028,"map04080"
5029,"map04080"
5030,"map04080"
5031,"map04080"
5032,"map04080"
5033,"map00330, map01100"
5034,"map04141"
5042,"map03013, map03015, map03018"
5048,"map00565, map01100"
5049,"map00565, map01100"
5050,"map00565, map01100"
5051,"map00565, map01100"
5052,"map04146"
5053,"map00360, map00400, map01100"
5054,"map04115, map04610, map05142"
5055,"map05146"
5058,"map04010, map04012, map04062, map04360, map04510, map04650, map04660, map04666, map04810, map05120, map05211"
5062,"map04010, map04012, map04360, map04510, map04660, map04810, map05211"
5063,"map04012, map04360, map04510, map04660, map04810, map05211"
5071,"map04120, map04141, map05012"
5073,"map03018"
5078,"map04950"
5080,"map04950"
5091,"map00020, map00620, map01100"
5093,"map03040"
5095,"map00280, map00630, map00640, map01100"
5096,"map00280, map00630, map00640, map01100"
5104,"map04610"
5105,"map00010, map00020, map00620, map01100, map03320, map04910, map04920, map04964"
5106,"map00010, map00020, map00620, map01100, map03320, map04910, map04920, map04964"
5111,"map03030, map03410, map03420, map03430, map04110"
5130,"map00564, map01100"
5132,"map04740"
5133,"map04514, map04660"
5136,"map00230, map04020, map04742"
5137,"map00230, map04020, map04740"
5138,"map00230"
5139,"map00230, map04910, map04914"
5140,"map00230, map04910, map04914"
5141,"map00230"
5142,"map00230"
5143,"map00230"
5144,"map00230"
5145,"map00230, map04744"
5146,"map00230"
5147,"map00230"
5148,"map00230, map04744"
5149,"map00230"
5150,"map00230"
5151,"map00230"
5152,"map00230"
5153,"map00230, map04020"
5154,"map04010, map04060, map04510, map04540, map04810, map05200, map05214, map05215, map05218"
5155,"map04010, map04060, map04510, map04540, map04810, map05200, map05211, map05214, map05215, map05218"
5156,"map04010, map04020, map04060, map04144, map04510, map04540, map04810, map05200, map05214, map05215, map05218"
5158,"map00230, map04744"
5159,"map04010, map04020, map04060, map04510, map04540, map04810, map05200, map05214, map05215, map05218"
5160,"map00010, map00020, map00290, map00620, map00650, map01100"
5161,"map00010, map00020, map00290, map00620, map00650, map01100"
5162,"map00010, map00020, map00290, map00620, map00650, map01100"
5163,"map04660, map04664, map04722, map05145, map05160"
5167,"map00230, map00500, map00740, map00760, map00770, map01100"
5168,"map00565"
5169,"map00230, map00500, map00740, map00760, map00770, map01100"
5170,"map03320, map04150, map04510, map04910, map04960, map05213, map05215, map05223"
5175,"map04514, map04670, map05144"
5187,"map04710"
5189,"map04146"
5190,"map04146"
5191,"map04146"
5192,"map04146"
5193,"map04146"
5194,"map04146"
5195,"map04146"
5196,"map04060, map04062"
5197,"map04060, map04062"
5198,"map00230, map01100"
5207,"map00051"
5208,"map00051"
5209,"map00051"
5210,"map00051"
5211,"map00010, map00030, map00051, map00052, map01100"
5213,"map00010, map00030, map00051, map00052, map01100"
5214,"map00010, map00030, map00051, map00052, map01100"
5216,"map04810, map05131"
5217,"map04810, map05131"
5222,"map04974"
5223,"map00010, map01100"
5224,"map00010, map01100"
5226,"map00030, map00480, map01100"
5228,"map04150, map04510, map05200, map05211, map05212, map05219, map05323"
5230,"map00010, map01100"
5232,"map00010, map01100"
5236,"map00010, map00030, map00052, map00230, map00500, map00520, map01100"
5238,"map00520"
5241,"map04114, map04914"
5243,"map02010, map04976"
5244,"map02010, map04976"
5255,"map04020, map04910"
5256,"map04020, map04910"
5257,"map04020, map04910"
5260,"map04020, map04910"
5261,"map04020, map04910"
5264,"map04146"
5265,"map04610"
5268,"map04115"
5269,"map05146"
5272,"map05146"
5273,"map05146"
5275,"map05146"
5277,"map00563, map01100"
5279,"map00563, map01100"
5281,"map00563, map01100"
5283,"map00563, map01100"
5284,"map04672"
5286,"map00562, map01100, map04070"
5287,"map00562, map01100, map04070"
5288,"map00562, map01100, map04070"
5289,"map00562, map01100, map04070, map04140, map04145"
5290,"map00562, map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5291,"map00562, map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5292,"map04630, map05221"
5293,"map00562, map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5294,"map00562, map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5295,"map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5296,"map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
5297,"map00562, map01100, map04070"
5298,"map00562, map01100, map04070"
5300,"map04622"
5305,"map00562, map04070, map04810"
5308,"map04350"
5313,"map00010, map00230, map00620, map01100, map04910, map04930, map04950"
5315,"map00010, map00230, map00620, map01100, map04930"
5318,"map05412"
5319,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
5320,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
5321,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04666, map04730, map04912, map04972, map04975, map05145"
5322,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
5327,"map04610"
5328,"map04610"
5329,"map04610"
5330,"map00562, map01100, map04020, map04062, map04070, map04270, map04310, map04540, map04720, map04730, map04742, map04912, map04916, map04970, map04971, map04972, map04973, map05010, map05016, map05142, map05143, map05146"
5331,"map00562, map01100, map04020, map04062, map04070, map04270, map04310, map04540, map04720, map04730, map04912, map04916, map04970, map04971, map04972, map05010, map05016, map05142, map05143, map05146"
5332,"map00562, map01100, map04020, map04062, map04070, map04270, map04310, map04540, map04720, map04730, map04912, map04916, map04970, map04971, map04972, map05010, map05016, map05142, map05143, map05146"
5333,"map00562, map01100, map04020, map04070"
5335,"map00562, map01100, map04012, map04020, map04070, map04370, map04650, map04660, map04664, map04666, map04670, map04722, map05110, map05120, map05200, map05214, map05223"
5336,"map00562, map01100, map04012, map04020, map04070, map04370, map04380, map04650, map04662, map04664, map04666, map04670, map04722, map05110, map05120, map05200, map05214, map05223"
5337,"map00564, map00565, map01100, map04144, map04666, map04912, map05200, map05212"
5338,"map00564, map00565, map01100, map04144, map04666, map04912"
5340,"map04080, map04610, map05150"
5345,"map04610"
5346,"map03320"
5347,"map04110, map04114, map04914"
5350,"map04020, map05414"
5351,"map00310"
5352,"map00310"
5356,"map03040"
5360,"map03320"
5361,"map04360"
5362,"map04360"
5364,"map04360"
5365,"map04360"
5366,"map04115"
5371,"map04120, map04144, map05200, map05221"
5372,"map00051, map00520, map01100"
5373,"map00051, map00520, map01100"
5393,"map03018"
5394,"map03018"
5395,"map03430"
5406,"map00561, map01100, map04972, map04975, map04977"
5407,"map00561, map01100, map04972, map04975"
5408,"map00561, map01100, map04972, map04975"
5409,"map00350, map01100"
5411,"map03013, map03015"
5413,"map05012"
5422,"map00230, map00240, map01100, map03030"
5423,"map03410"
5424,"map00230, map00240, map01100, map03030, map03410, map03420, map03430, map03440"
5425,"map00230, map00240, map01100, map03030, map03410, map03420, map03430, map03440"
5426,"map00230, map00240, map01100, map03030, map03410, map03420"
5427,"map00230, map00240, map01100, map03030, map03410, map03420"
5428,"map01100"
5430,"map00230, map00240, map01100, map03020, map05016"
5431,"map00230, map00240, map01100, map03020, map05016"
5432,"map00230, map00240, map01100, map03020, map05016"
5433,"map00230, map00240, map01100, map03020, map05016"
5434,"map00230, map00240, map01100, map03020, map05016"
5435,"map00230, map00240, map01100, map03020, map05016"
5436,"map00230, map00240, map01100, map03020, map05016"
5437,"map00230, map00240, map01100, map03020, map05016"
5438,"map00230, map00240, map01100, map03020, map05016"
5439,"map00230, map00240, map01100, map03020, map05016"
5440,"map00230, map00240, map01100, map03020, map05016"
5441,"map00230, map00240, map01100, map03020, map05016"
5443,"map04916, map04920"
5444,"map01100"
5445,"map01100"
5446,"map01100"
5464,"map00190"
5465,"map03320, map04920, map05160"
5467,"map03320, map04310, map05200, map05221"
5468,"map03320, map04380, map05016, map05200, map05216"
5471,"map00230, map00250, map01100"
5473,"map04060, map04062"
5476,"map04142, map04614"
5481,"map04020, map05012, map05016"
5494,"map04010"
5495,"map04010"
5498,"map00860, map01100"
5499,"map04114, map04270, map04510, map04720, map04810, map04910"
5500,"map04114, map04270, map04510, map04720, map04810, map04910"
5501,"map04114, map04270, map04510, map04720, map04810, map04910"
5502,"map04720"
5506,"map04910"
5507,"map04910"
5509,"map04910"
5515,"map03015, map04114, map04310, map04350, map04530, map04730, map05142, map05160"
5516,"map03015, map04114, map04310, map04350, map04530, map04730, map05142, map05160"
5518,"map03015, map04114, map04310, map04350, map04530, map04730, map05142, map05160"
5519,"map03015, map04114, map04310, map04350, map04530, map04730, map05142, map05160"
5520,"map03015, map04530, map05142, map05160"
5521,"map03015, map04530, map05142, map05160"
5522,"map03015, map04530, map05142, map05160"
5523,"map03015"
5525,"map03015, map04114, map04310"
5526,"map03015, map04114, map04310"
5527,"map03015, map04114, map04310"
5528,"map03015, map04114, map04310"
5529,"map03015, map04114, map04310"
5530,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04380, map04650, map04660, map04662, map04720, map05010, map05014"
5532,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04380, map04650, map04660, map04662, map04720, map05010, map05014"
5533,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04380, map04650, map04660, map04662, map04720, map05010, map05014"
5534,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04650, map04660, map04662, map04720, map05010, map05014"
5535,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04650, map04660, map04662, map04720, map05010, map05014"
5536,"map04010"
5538,"map00062, map01100, map04142"
5540,"map04080"
5542,"map04970"
5547,"map04974"
5551,"map04650, map04940, map05320, map05330, map05332, map05416"
5553,"map05310"
5554,"map04970"
5555,"map04970"
5557,"map00230, map00240, map01100, map03030"
5558,"map00230, map00240, map01100, map03030"
5562,"map04140, map04150, map04910, map04920, map05410"
5563,"map04140, map04150, map04910, map04920, map05410"
5564,"map04910, map04920, map05410"
5565,"map04910, map04920, map05410"
5566,"map04010, map04020, map04062, map04114, map04210, map04270, map04310, map04340, map04540, map04720, map04740, map04742, map04910, map04912, map04914, map04916, map04962, map04970, map04971, map04976, map05020, map05110, map05146, map05414"
